nom_estab|raz_social|codigo_act|nombre_act|per_ocu|tipo_vial|nom_vial|tipo_v_e_1|nom_v_e_1|tipo_v_e_2|nom_v_e_2|tipo_v_e_3|nom_v_e_3|numero_ext|letra_ext|edificio|edificio_e|numero_int|letra_int|tipo_asent|nomb_asent|tipocencom|nom_cencom|num_local|cod_postal|cve_ent|entidad|cve_mun|municipio|cve_loc|localidad|ageb|manzana|telefono|correoelec|www|tipounieco|latitud|longitud|fecha_alta
OFICINA HOTELES RODAVENTO|HOTELES RODAVENTO SA DE CV|721111|Hoteles con otros servicios integrados|0 a 5 personas|CALLE|GUILLERMO GONZÁLEZ CAMARENA|AVENIDA|3|CALLE|5|CALLE|5|500|PB|||0||COLONIA|SANTA FE||||01210|09|CIUDAD DE MÉXICO|010|Álvaro Obregón|0001|Álvaro Obregón|1542|041||SANDRA@GRUPORODAVENTO.COM||Fijo|19.3670499300000000|-99.262264790000000|2019-11
OFICINA DE VENTAS DF|DESARROLLOS DINE SA DE CV|721111|Hoteles con otros servicios integrados|0 a 5 personas|CALLE|TUXPAN|CALLE|TEHUANTEPEC|CALLE|QUINTANA ROO|CALLE|ANAHUÁC|54||4|1|302||COLONIA|ROMA SUR|EDIFICIO COMERCIAL Y DE SERVIC|EDIFICIO 4|408|06760|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|145A|024||CONTABILIDAD.RIVIERA@PALLADIUMHOTELGROUP.COM|WWW.PALLADIUMHOTELGROUP.COM|Fijo|19.4041200000000000|-99.167260000000000|2010-07
NOVOTEL MÉXICO SANTA FÉ|ACCOR MEXICO HOTELS SA DE CV|721111|Hoteles con otros servicios integrados|51 a 100 personas|CALLE|ANTONIO DOVALÍ JAIME|AVENIDA|SANTA FE|CALLE|NINGUNO|CALLE|2|75||||0||COLONIA|SANTA FÉ||||01210|09|CIUDAD DE MÉXICO|010|Álvaro Obregón|0001|Álvaro Obregón|1542|036||ALVARO.VALLE@ACCORINVEST.COM||Fijo|19.3672397000000000|-99.259829210000000|2010-07
ONE CIUDAD DE MÉXICO LA RAZA|HOTELES Y VILLAS POSADAS SA DE CV|721111|Hoteles con otros servicios integrados|51 a 100 personas|AVENIDA|RIO CONSULADO|CALLE|SERIS|CALZADA|VALLEJO|AVENIDA|ANTONIO VALERIANO|130||||||COLONIA|SANTA MARIA INSURGENTES||||06430|09|CIUDAD DE MÉXICO|010|Álvaro Obregón|0001|Álvaro Obregón|1542|036|||WWW.POSADAS.COM|Fijo|19.3667378900000000|-99.261254740000000|2017-03
ONE CIUDAD DE MÉXICO PERIFÉRICO SUR|HOTELES Y VILLAS POSADAS SA DE CV|721111|Hoteles con otros servicios integrados|6 a 10 personas|PEATONAL|GRAN SUR|OTRO (ESPECIFIQUE)|99|OTRO (ESPECIFIQUE)|99|OTRO (ESPECIFIQUE)|99|5530||||0||COLONIA|PEDREGAL CARRASCO||||04700|09|CIUDAD DE MÉXICO|003|Coyoacán|0001|Coyoacán|1641|040||VERONICA.AREVALO@POSADAS.COM||Fijo|19.3029258700000000|-99.165484040000000|2019-11
ONE CIUDAD DE MÉXICO PATRIOTISMO|HOTELES Y VILLAS POSADAS SA DE CV|721111|Hoteles con otros servicios integrados|0 a 5 personas|AVENIDA|INTERIOR (AVENIDA PATRIOTISMO)|CALLE|5|CALLE|5|VIADUCTO|22|229||||0||COLONIA|SN PEDRO DE LOS PINOS||||03800|09|CIUDAD DE MÉXICO|014|Benito Juárez|0001|Benito Juárez|0187|026||VERONICA.AREVALO@POSADAS.COM||Fijo|19.3959948200000000|-99.181034600000000|2017-11
OPERADORA HOTELERA BRISAS SA DE CV|OPERADORA HOTELERA BRISAS SA DE CV|721111|Hoteles con otros servicios integrados|51 a 100 personas|AVENIDA|UNIVERSIDAD|CALLE|MINERVA|AVENIDA|VITO ALESSIO ROBLES|CALLE|MARGARITAS|1571||||3|B|COLONIA|FLORIDA||||01030|09|CIUDAD DE MÉXICO|010|Álvaro Obregón|0001|Álvaro Obregón|1063|003||GIOVANNI.ODOBACHIAN@BRISAS.COM.MX|WWW.GRUPOBRISAS.COM|Fijo|19.3524788000000000|-99.177304950000000|2010-07
OPERADORA NACIONAL HISPANA|OPERADORA NACIONAL HISPANA SA DE CV|721111|Hoteles con otros servicios integrados|31 a 50 personas|CALLE|LIVERPOOL|EJE VIAL|2 PONIENTE (FLORENCIA)|CALLE|AMBERES|CALLE|LONDRES|155||||2||COLONIA|JUÁREZ||||06600|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|095A|006||||Fijo|19.4239860500000000|-99.164858510000000|2010-07
SHERATON MEXICO CITY MARÍA ISABEL HOTEL|HOTELES SHERATON S DE RL DE CV|721111|Hoteles con otros servicios integrados|251 y más personas|AVENIDA|PASEO DE LA REFORMA|EJE VIAL|2 PONIENTE (RÍO TÍBER)|AVENIDA|PASEO DE LA REFORMA|CALLE|RÍO VOLGA|325||HOTEL SHERATON|18|0||COLONIA|CUAUHTEMOC|EDIFICIO COMERCIAL Y DE SERVIC|HOTEL SHERATON|2|06500|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0930|007||JUAN.DELGADO1@SHERATON.COM|WWW.SHERATON.MARRIOTT.COM|Fijo|19.4278168900000000|-99.167734710000000|2010-07
SERVICIOS HOTELEROS HAMBURGO|SERVICIOS HOTELEROS HAMBURGO SA DE CV|721111|Hoteles con otros servicios integrados|251 y más personas|AVENIDA|PASEO DE LA REFORMA|AVENIDA|PASEO DE LA REFORMA|CALLE|PRAGA|CALLE|TOKIO|412||412|37|0||COLONIA|JUAREZ||||06600|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0945|007||ALEJANDRA.CRUZ@FOURSEASONS.COM||Fijo|19.4249134100000000|-99.170982210000000|2019-04
SERVICIOS DE HOSPEDAJE ALAMEDA SA DE CV|SERVICIOS DE HOSPEDAJE ALAMEDA SA DE CV|721111|Hoteles con otros servicios integrados|11 a 30 personas|AVENIDA|BALDERAS|AVENIDA|HUMBOLDT|CALLE|ARTÍCULO 123|AVENIDA|JUÁREZ|49||||0||COLONIA|CENTRO||||06050|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0733|007||H9011-AM@ACCOR.COM|WWW.IBIS.COM|Fijo|19.4335980200000000|-99.147743280000000|2016-10
STARA|OPERADORA DE INMUEBLES STARA SA DE CV|721111|Hoteles con otros servicios integrados|31 a 50 personas|CALLE|HAMBURGO|CALLE|DINAMARCA|CALLE|NÁPOLES|CALLE|LONDRES|32||||||COLONIA|JUÁREZ||||06600|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0841|008||DBIELAK@STARAHOTELS.COM|WWW.STARAHOTELS.COM|Fijo|19.4284254900000000|-99.159869820000000|2016-10
ST REGIS MÉXICO CITY|PROYECTO1818 F-173|721111|Hoteles con otros servicios integrados|101 a 250 personas|AVENIDA|PASEO DE LA REFORMA|AVENIDA|PASEO DE LA REFORMA|EJE VIAL|3 PONIENTE (RÍO MISSISSIPI)|CALLE|RÍO ATOYAC|439||||0|SN|COLONIA|CUAUHTEMOC||||06500|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0930|008||||Fijo|19.4252900500000000|-99.172259230000000|2012-06
RANCHO EL RINCONCITO|CONSTRUCTORA E INMOBILIARIA TURUVIA SA DE CV|721111|Hoteles con otros servicios integrados|0 a 5 personas|AVENIDA|YUCATÁN|CALLE|COAHUILA|CALLE|ANTONIO M. ANZA|CALLE|ORIZABA|170||||2||COLONIA|INSURGENTES MIXCOAC||||03920|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|1214|020|||WWW.RANCHOELRINCONCITO.COM|Fijo|19.4117294600000000|-99.158952450000000|2014-12
WE HOTEL AEROPUERTO|INMOBILIARIA PUERTO AEREO SA DE CV|721111|Hoteles con otros servicios integrados|101 a 250 personas|BOULEVARD|PUERTO AEREO|CALLE|NORTE 33|CALLE|NORTE 29|CALLE|ORIENTE 184|390||||0||COLONIA|MOCTEZUMA SEG UNDA SECCION||||15530|09|CIUDAD DE MÉXICO|017|Venustiano Carranza|0001|Venustiano Carranza|0564|018||CRISTIAN_FELICITOS@HOTMAIL.COM.MX|WWW.WEHOTELAEROPUERTO.COM.MX|Fijo|19.4331842100000000|-99.089145600000000|2010-07
VILLAS PRINCESS HOTEL|MORDIN SA DE CV|721111|Hoteles con otros servicios integrados|6 a 10 personas|AVENIDA|VIADUCTO (RIO DE LA PIEDAD)|EJE VIAL|3 ORIENTE (AZÚCAR)|CALLE|PRIMERO DE MAYO|CALLE|UNIÓN|367||||||COLONIA|LA CRUZ||||08310|09|CIUDAD DE MÉXICO|006|Iztacalco|0001|Iztacalco|0274|005||VILLASPRINCESSHOTEL@GMAIL.COM|WWW.VILLASPRINCESHOTEL.COM|Fijo|19.4053165300000000|-99.115541600000000|2010-07
VERTEX PLAYA MONUMENTOS|VERTEX PLAYA MONUMENTOS SAPI DE CV|721111|Hoteles con otros servicios integrados|6 a 10 personas|AVENIDA|JAVIER BARROS SIERRA|CALLE|NINGUNO|AVENIDA|CARLOS LAZO|CALLE|BERNARDO QUINTANA|540||PARK PLAZA TORRE I|24|806||COLONIA|LOMAS DE SANTA FE||||01219|09|CIUDAD DE MÉXICO|010|Álvaro Obregón|0001|Álvaro Obregón|2358|018||YULYANA.VELA@BPBIWM.COM||Fijo|19.3684145400000000|-99.255533550000000|2019-04
WYNDHAM GARDEN HOTEL POLANCO|PRADOS CAMELINAS SA DE CV|721111|Hoteles con otros servicios integrados|31 a 50 personas|CALLE|TOLSTOI|CALLE|PASEO DE LA REFORMA|AVENIDA|CALZADA GENERAL MARIANO ESCOBEDO|CIRCUITO|BICENTENARIO  CALZADA MELCHOR OCAMPO|22||||0||COLONIA|ANZURES||||11590|09|CIUDAD DE MÉXICO|016|Miguel Hidalgo|0001|Miguel Hidalgo|068A|026|||WWW.WYNDHAMGARDENHOTELPOLANCO.COM|Fijo|19.4250618000000000|-99.177597390000000|2010-07
TCBY TACUBAYA HOTEL&SUITES|HOTELERA TACUBAYA SA DE CV|721111|Hoteles con otros servicios integrados|31 a 50 personas|VIADUCTO|PRESIDENTE MIGUEL ALEMAN|CALLE|CERRADA TRANSITO|CALZADA|CALZADA DE BECERRA|CALLE|MÁRTIRES DE LA CONQUISTA|29||||0||COLONIA|COLONIA TACUBAYA||||11870|09|CIUDAD DE MÉXICO|016|Miguel Hidalgo|0001|Miguel Hidalgo|1194|003||HOTELERA_TACUBAYA@HOTMAIL.COM||Fijo|19.3998151500000000|-99.187968110000000|2019-11
HOTEL SR|CORPORACIÓN HOTELERA ALFA  SA DE CV|721112|Hoteles sin otros servicios integrados|6 a 10 personas|CALLE|FRANCISCO DIAZ COVARRUBIAS|CALLE|VELAZQUEZ DE LEON|CALLE|FRANCISCO LORENZANA|CALLE|MAESTRO ANTONIO CASO|92||||||COLONIA|SAN RAFAEL||||06470|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0678|018||||Fijo|19.4373455300000000|-99.167939780000000|2010-07
HOTEL ORENSE||721112|Hoteles sin otros servicios integrados|6 a 10 personas|CALLE|LUCAS ALAMAN|CALLE|PRIMERA CERRADA CHIMALPOPOCA|EJE VIAL|CENTRAL (LAZARO CARDENAS)|CALLE|CHIMALPOPOCA|12||||||COLONIA|OBRERA||||06800|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|1040|008||||Fijo|19.4214539700000000|-99.142267450000000|2010-07
HOTEL EDISON|OPERADORA TURISTICA PANA SA DE CV|721112|Hoteles sin otros servicios integrados|6 a 10 personas|CALLE|TOMAS ALVA EDISON|CALLE|PONCIANO ARRIAGA|CALLE|JOSE MARIA IGLESIAS|CALLE|AVENIDA DE LA REPÚBLICA|106||||||COLONIA|TABACALERA||||06030|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|070A|002||||Fijo|19.4376372800000000|-99.155009140000000|2010-07
HOTEL DURANGO|HOTELERA COBAS SA DE CV|721112|Hoteles sin otros servicios integrados|6 a 10 personas|CIRCUITO|INTERIOR (PASEO DE LAS JACARANDAS)|CALLE|POPLE|CALLE|MAPLE|CALLE|TILOS|104||||||COLONIA|SANTA MARIA INSURGETES||||06430|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0061|008||||Fijo|19.4636409200000000|-99.146756060000000|2010-07
HOTEL EL PILAR|PROMOTORA HOTELERA EL PILAR SA DE CV|721112|Hoteles sin otros servicios integrados|6 a 10 personas|OTRO (ESPECIFIQUE)|BICENTENARIO (INSTITUTO TÉCNICO INDUSTRIAL)|OTRO (ESPECIFIQUE)|SALVADOR DÍAZ MIRÓN|CALLE|MANUEL CARPIO|CALLE|LAURO AGUIRRE|||||212||COLONIA|SANTO TOMÁS AGRICULTURA||||11320|09|CIUDAD DE MÉXICO|016|Miguel Hidalgo|0001|Miguel Hidalgo|0213|024||||Fijo|19.4515894200000000|-99.164484680000000|2010-07
HOTEL ESPAÑA||721112|Hoteles sin otros servicios integrados|0 a 5 personas|AVENIDA|PUENTE DE ALVARADO|CALLE|JOSE MARIA IGLESIAS|CALLE|EZEQUIEL MONTES|CALLE|IGNACIO MARISCAL|100||||0||COLONIA|TABACALERA||||06030|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|070A|011||||Fijo|19.4393342900000000|-99.155077460000000|2010-07
HOTEL ESLA|HOTEL ESLA SA DE CV|721112|Hoteles sin otros servicios integrados|6 a 10 personas|EJE VIAL|4 NORTE (AVENIDA TALISMAN)|CALLE|AEROLITO|CALLE|ASPERON|AVENIDA|JOYAS|2933||||||COLONIA|TRES ESTRELLAS||||07820|09|CIUDAD DE MÉXICO|005|Gustavo A. Madero|0001|Gustavo A. Madero|1839|007|5535338251|PABLOGUTIERREZ2@HOTMAIL.COM||Fijo|19.4751946700000000|-99.111234520000000|2010-07
HOTEL ESCORIAL|HOTEL ESC SA DE CV|721112|Hoteles sin otros servicios integrados|0 a 5 personas|CALLE|CALLEJON HORMIGUERO|CALLE|ESCUELA MÉDICO MILITAR|CALLE|SAN MIGUEL|AVENIDA|JOSÉ MARÍA IZAZAGA|4||||||COLONIA|CENTRO||||06090|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0979|006||HESCORIAL@HOTMAIL.COM||Fijo|19.4243109100000000|-99.131130010000000|2010-07
HOTEL EMPIRE|HOTEL EMPIRE  SA DE CV|721112|Hoteles sin otros servicios integrados|6 a 10 personas|EJE VIAL|2 SUR (MANUEL JOSE OTHON)|EJE VIAL|CENTRAL (LAZARO CARDENAS)|CALLE|SIMON BOLIVAR|EJE VIAL|2 SUR (MANUEL JOSÉ OTHÓN)|14||||||COLONIA|OBRERA||||06800|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|1144|006||||Fijo|19.4151828800000000|-99.143216770000000|2010-07
HOTEL EMPERADOR||721112|Hoteles sin otros servicios integrados|6 a 10 personas|EJE VIAL|CENTRAL (LAZARO CARDENAS)|CALLE|REPUBLICA DE ECUADOR|PEATONAL|PLAZA GARIBALDI|CALLE|REPÚBLICA DE ECUADOR|57||||||COLONIA|CENTRO||||06010|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0536|014||||Fijo|19.4414477400000000|-99.139580180000000|2010-07
HOTEL EMBAJADORES|ADMINISTRADORA DE HOTELES COMONFORT  SA DE CV|721112|Hoteles sin otros servicios integrados|6 a 10 personas|EJE VIAL|1 NORTE (IGNACIO LOPEZ RAYON)|CALLE|ALLENDE|CALLE|COMONFORT|CALLE|REPÚBLICA DE ECUADOR||SN|MERCADO PUBLICO|1|||COLONIA|CENTRO (AREA 1)|MERCADO PUBLICO|MERCADO 1 LAGUNILLA ROPA Y TELAS|SN|06010|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0536|002||||Fijo|19.4436413000000000|-99.136863280000000|2010-07
HOTEL ESTADIO|HOTEL ESTADIO  SA DE CV|721112|Hoteles sin otros servicios integrados|11 a 30 personas|CALLE|CHIAPAS|CALLE|MERIDA|EJE VIAL|1 PONIENTE (AVENIDA CUAUHTEMOC)|EJE VIAL|2-A SUR (SAN LUIS POTOSÍ)|5||||||COLONIA|ROMA NORTE||||06700|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|1110|013||CLIENTES@DESPACHOGOMEZCRUZ.COM.MX||Fijo|19.4139189300000000|-99.154856380000000|2010-07
HOTEL ESTACIONES||721112|Hoteles sin otros servicios integrados|6 a 10 personas|CALLE|BERNAL DÍAZ|CALLE|HÉROES FERROCARRILEROS|CALLE|OROZCO Y BERRA|CALLE|FRAY BERNARDINO DE SAHAGÚN|17||||0||COLONIA|BUENAVISTA||||06300|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|049A|018||IGLESIASCARMEN@HOTMAIL.COM||Fijo|19.4401421500000000|-99.154365370000000|2010-07
HOTEL ESPERANZA|HOTELERA HERGO SA DE CV|721112|Hoteles sin otros servicios integrados|11 a 30 personas|CALLE|ESPERANZA|CALLE|PALENQUE|CALLE|PETEN|CALLE|ICACOS|1155||||||COLONIA|NARVARTE ORIENTE||||03020|09|CIUDAD DE MÉXICO|014|Benito Juárez|0001|Benito Juárez|0079|001||HESPERANZA1155@YAHO.COM.MX||Fijo|19.3999620200000000|-99.151774150000000|2010-07
HOTEL EX-HACIENDA XALTOCAN|SIXTGABIE SA DE CV|721112|Hoteles sin otros servicios integrados|0 a 5 personas|CALLE|CAMINO A NATIVITAS|CALLE|CICLAMEN|CALLE|MADRE SELVA|CALLE|GARDENIA|491||||0||BARRIO|XALTOCAN||||16090|09|CIUDAD DE MÉXICO|013|Xochimilco|0001|Xochimilco|0334|016|5554744015|||Fijo|19.2511475100000000|-99.098571130000000|2019-11
HOTEL FLORIDA||721112|Hoteles sin otros servicios integrados|11 a 30 personas|CALLE|BELISARIO DOMINGUEZ|CALLE|ALLENDE|CALLE|REPUBLICA DE CHILE|CALLE|REPÚBLICA DE CUBA|57||||||COLONIA|CENTRO (ÁREA 2)||||06000|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0644|014||||Fijo|19.4379276800000000|-99.135862540000000|2010-07
HOTEL GIN|HOTEL GIN SA DE CV|721112|Hoteles sin otros servicios integrados|11 a 30 personas|CALLE|RIO BALSAS|CALLE|RIO ÉUFRATES|CALLE|RIO SENA|CALLE|RÍO SENA|2||||0||COLONIA|CUAUHTEMOC||||06500|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0790|011||HOTEGIN@HOTMAIL.COM||Fijo|19.4337138000000000|-99.166957780000000|2010-07
HOTEL AMPUDIA||721112|Hoteles sin otros servicios integrados|6 a 10 personas|EJE VIAL|1 ORIENTE (ANILLO DE CIRCUNVALACION)|CALLE|RAMON CORONA|CALLE|MISIONEROS|CALLE|SANTO TOMÁS|619||||||COLONIA|CENTRO (ÁREA 9)||||06090|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0911|013||||Fijo|19.4270452600000000|-99.125518670000000|2010-07
HOTEL GAMA|HOTELERA GAMA  SA DE CV|721112|Hoteles sin otros servicios integrados|6 a 10 personas|CALLE|LAGO ZUG|AVENIDA|CALZADA MEXICO TACUBA|AVENIDA|CALZADA LEGARIA|CALLE|PRIMERA PRIVADA LAGO GUIJA|21||||||COLONIA|TORRE BLANCA||||11280|09|CIUDAD DE MÉXICO|016|Miguel Hidalgo|0001|Miguel Hidalgo|0139|019||||Fijo|19.4594430900000000|-99.191229170000000|2010-07
HOTEL HABANA|HOTEL HABANA  SA DE CV|721112|Hoteles sin otros servicios integrados|6 a 10 personas|CALLE|REPUBLICA DE CUBA|CALLE|REPUBLICA DE CHILE|CALLE|PALMA NORTE|CALLE|DONCELES|77||||||COLONIA|CENTRO (AREA 1)||||06010|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0752|006||INFO@HOTELHABANA.COM.MX|WWW.HOTELHABANA.COM.MX|Fijo|19.4370291200000000|-99.135509530000000|2010-07
HOTEL H 5533|H5533 SA DE CV|721112|Hoteles sin otros servicios integrados|11 a 30 personas|CARRETERA|FEDERAL MEXICO-TOLUCA (PROLONGACION PASEO DE LA REFORMA)|CALLE|COAHUILA|CALLE|NINGUNO|CALLE|ANTONIO ANCONA|5533||||0||COLONIA|CUAJIMALPA||||05000|09|CIUDAD DE MÉXICO|004|Cuajimalpa de Morelos|0001|Cuajimalpa de Morelos|0104|005||HOTELH5533@YAHOO.COM.MX||Fijo|19.3605311000000000|-99.288913480000000|2014-12
HOTEL HIDALGO||721112|Hoteles sin otros servicios integrados|0 a 5 personas|CALLE|DOCTOR BARRAGAN|CALLE|DOCTOR JOSE PABLO MARTINEZ DEL RIO|CALLE|DOCTOR M. GARCIA DIEGO|CALLE|DOCTOR M. GARCÍA DIEGO|163||||||COLONIA|DOCTORES||||06720|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|113A|002||||Fijo|19.4163935100000000|-99.144931920000000|2010-07
HOTEL ANTENAS|HOTEL ANTENAS SA DE CV|721112|Hoteles sin otros servicios integrados|11 a 30 personas|CALLE|CONSTITUCION DE LA REPUBLICA|CALLE|ESTADO DE AGUASCALIENTES|CALLE|ESTADO DE GUANAJUATO|CALLE|ESTADO DE MORELOS|182||||||COLONIA|PROVIDENCIA||||07550|09|CIUDAD DE MÉXICO|005|Gustavo A. Madero|0001|Gustavo A. Madero|1542|013||||Fijo|19.4811659500000000|-99.068938990000000|2010-07
HOTEL MINA||721112|Hoteles sin otros servicios integrados|11 a 30 personas|CALLE|SALGADO|CALLE|MINA|CALLE|OROZCO Y BERRA|CALLE|ZARAGOZA|18||||||COLONIA|BUENAVISTA||||06350|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0610|016||||Fijo|19.4398831000000000|-99.149308080000000|2010-07
HOTEL MÉXICO NUEVO||721112|Hoteles sin otros servicios integrados|11 a 30 personas|CALLE|MARGIL|CALLE|REPUBLICA DE GUATEMALA|CALLE|EMILIANO ZAPATA|CALLE|SAN MARCOS|12||||||COLONIA|CENTRO (ÁREA 6)||||06060|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0786|009||HOTELMEXICONUEVO@HOTMAIL.COM||Fijo|19.4335482100000000|-99.126013640000000|2010-07
HOTEL MIRASOL||721112|Hoteles sin otros servicios integrados|0 a 5 personas|CALLE|ZARCO|CALLE|CAMELIA|CALLE|DEGOLLADO|CALLE|ZARCO|142||||0||COLONIA|GUERRERO||||06300|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|056A|008||||Fijo|19.4459509200000000|-99.144971040000000|2010-07
HOTEL MIRAMAR|ARRENDADORA DE INMUEBLES MIRAMAR SA DE CV|721112|Hoteles sin otros servicios integrados|11 a 30 personas|CALZADA|CALZADA DE TLALPAN|EJE VIAL|8 SUR (AVENIDA POPOCATEPETL)|AVENIDA|PIRINEOS|CALLE|MIRAMAR|1550||||||COLONIA|MIRAVALLE||||03580|09|CIUDAD DE MÉXICO|014|Benito Juárez|0001|Benito Juárez|1024|020||||Fijo|19.3609424700000000|-99.142807200000000|2010-07
HOTEL MIÑO|HOTEL MIÑO SA DE CV|721112|Hoteles sin otros servicios integrados|6 a 10 personas|CALLE|ZARAGOZA|CALLE|OROZCO Y BERRA|AVENIDA|PUENTE DE ALVARADO|EJE VIAL|1 PONIENTE (GUERRERO)|25||||||COLONIA|BUENAVISTA||||06350|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0714|020||||Fijo|19.4389835600000000|-99.150299220000000|2010-07
HOTEL ARIZONA|HOTEL ARIZONA SA DE CV|721112|Hoteles sin otros servicios integrados|11 a 30 personas|CALLE|AVENIDA REPUBLICA|AVENIDA|INSURGENTES CENTRO|CALLE|EZEQUIEL MONTES|CALLE|MAESTRO ANTONIO CASO|20||||||COLONIA|TABACALERA||||06030|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|070A|005||FACTURACIONHOTELARIZONA@GMAIL.COM||Fijo|19.4363082800000000|-99.156898020000000|2010-07
HOTEL ANTAS||721112|Hoteles sin otros servicios integrados|11 a 30 personas|CALLE|MIGUEL NEGRETE|EJE VIAL|1 ORIENTE (ANILLO DE CIRCUNVALACION)|CALLE|NICOLAS BRAVO|CALLE|EMILIANO ZAPATA|9||||||COLONIA|CENTRO||||15900|09|CIUDAD DE MÉXICO|017|Venustiano Carranza|0001|Venustiano Carranza|0579|019||||Fijo|19.4338013500000000|-99.123679390000000|2010-07
HOTEL ASTORIA|OPERADORA ASTORIA SA DE CV|721112|Hoteles sin otros servicios integrados|6 a 10 personas|CALLE|ZARCO|CALLE|MINA|CALLE|VIOLETA|CALLE|SOTO|39||||||COLONIA|GUERRERO||||06300|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0625|006||||Fijo|19.4397453200000000|-99.146192120000000|2010-07
HOTEL IBIZA||721112|Hoteles sin otros servicios integrados|11 a 30 personas|CALLE|PONCIANO ARRIAGA|CALLE|TOMAS ALVA EDISON|CALLE|IGNACIO MARISCAL|CALLE|RAMOS ARISPE|22||||||COLONIA|TABACALERA||||06030|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0714|017||HOTEL.IBIZA.MEXICO@GMAIL.COM||Fijo|19.4374350700000000|-99.153691200000000|2010-07
HOTEL IBERO||721112|Hoteles sin otros servicios integrados|6 a 10 personas|CALLE|JUAN ALDAMA|CALLE|VIOLETA|CALLE|MINA|CALLE|ARISTA|59||||||COLONIA|BUENAVISTA||||06350|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0610|023||||Fijo|19.4414888300000000|-99.151181480000000|2010-07
HOTEL ASTORIA|POSADA OVIDAC SA DE CV|721112|Hoteles sin otros servicios integrados|6 a 10 personas|CALLE|QUERETARO|EJE VIAL|2 PONIENTE (MONTERREY)|EJE VIAL|3 PONIENTE (MEDELLIN)|CALLE|SAN LUIS POTOSÍ|208||||||COLONIA|ROMA NORTE||||06700|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|1214|014||MARYDCS@HOTMAIL.COM||Fijo|19.4140097400000000|-99.163921050000000|2010-07
HOTEL ATOYAC|HOTEL ATOYAC SA DE CV|721112|Hoteles sin otros servicios integrados|6 a 10 personas|EJE VIAL|1 PONIENTE (GUERRERO)|EJE VIAL|1 NORTE (MOSQUETA)|CALLE|DEGOLLADO|CALLE|HÉROES|161||||||COLONIA|GUERRERO||||06300|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|056A|006||||Fijo|19.4457388500000000|-99.147175090000000|2010-07
HOTEL JUAREZ||721112|Hoteles sin otros servicios integrados|6 a 10 personas|CALLE|PRIMERA CERRADA 5 DE MAYO|CALLE|PRIMERA CERRADA 5DE MAYO|AVENIDA|5 DE MAYO|AVENIDA|ISABEL LA CATÓLICA|17||||||COLONIA|CENTR0||||06010|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0771|019|||WWW.CUAUHTEMOC.DF.GOB.MX|Fijo|19.4345026100000000|-99.135596900000000|2010-07
